URL туру,Назва туру,День №,Місто/Локація,Активності (теги),Опис дня,Симв.
https://eurotrips.ua/sonyachna-grecziya-asteris/,Сонячна Греція: Asteris Village,5,Морський круїз,Круїз по Егейському узбережжю; справжнє грецьке барбекю; спільна вечеря,"Вільний день на морі.
Сьогодні — морський круїз.
Відпливаємо до пляжу Робінсон — дикого берега, до якого не добратись суходолом. Далі — зупинка в одній із бухт Блакитної лагуни: купання просто з борту, відпочинок, час без поспіху.
Обід включений. Вартість круїзу — 50€. Бар на борту оплачується окремо.
Ніч у готелі.
Усі допки не обов'язкові. Ти самостійно вирішуєш, відвідувати їх чи ні.",388
https://eurotrips.ua/sonyachna-grecziya-asteris/,Сонячна Греція: Asteris Village,6,Олімп,Вільний день на морі; місцева виноробня; дегустація ункальних вин; ПІДЙОМ НА ОЛІМП,"День на морі.
Сьогодні зануримося у грецькі легенди, смак і пригоди. Ні на що не натякаємо, але ми буквально у країні, де бог Діоніс навчив людей виноробству. Тож поїхали на дегустацію вина!
Разом із місцевим виноробом пройдемося музеєм виноробні і виноградниками, де під сонцем достигають соковиті грона. Потім побачимо весь процес – від збору до витримки.
І кульмінація — дегустація 5 унікальних грецьких вин, кожне зі своєю історією. Обирай фаворита і не забудь купити пару пляшок друзям — вони точно будуть у захваті. Вартість — 35€.
А потім — прямуємо до Олімпу. Піднімемось на оглядовий майданчик, прогуляємось гірським селом Святого Пантелеймона та робимо зупинку біля водоспаду у підніжжя гори. Кажуть, там вмивався сам Зевс. І бонус — плантація ківі, де можна спробувати свіжі фрукти прямо з дерева. Вартість поїздки — дорослий 49€, діти до 11,99 — 35€.
Ніч у готелі.
Усі допки не обов'язкові. Ти самостійно вирішуєш, відвідувати їх чи ні.",948
https://eurotrips.ua/sonyachna-grecziya-asteris/,Сонячна Греція: Asteris Village,7,Греція,ПОЇЗДКА У МЕТЕОРИ,"Вільний день на морі або
Поїздка до Метеори — одного з найбільш вражаючих місць усієї Греції. Гігантські скелі, на вершинах яких століттями стоять монастирі, ніби завислі між небом і землею. Дорога серпантинами, панорамні оглядові майданчики, краєвиди, які виглядають нереально навіть наживо. Це саме те місце, після якого карта пам’яті в телефоні закінчується швидше, ніж сили захоплюватись.
Метеори входять до списку спадщини ЮНЕСКО і вважаються одним із справжніх чудес Греції. Тут тихо, велично і трохи магічно.
Вартість поїздки — дорослий 75€, діти до 11,99 — 60€.
Ніч у готелі.
Усі допки не обов'язкові. Ти самостійно вирішуєш, відвідувати їх чи ні.",655
https://eurotrips.ua/sonyachna-grecziya-asteris/,Сонячна Греція: Asteris Village,8,Греція,відпочинок на узбережжі; незвідані пляжі Сітонії; Тур до Греції,"Сьогодні — день для відпочинку та досліджень. Можна провести час на пляжі біля готелю або вирушити з нами до незвіданих пляжів Сітонії.
Бухти зі скелями, білим піском і чистою водою — місця, які місцеві вважають обов'язковими для відвідування.
Не забудь купальник, сонцезахисний крем і, звісно, телефон. Фото тут виходять такі, що соцмережі потім вибухають лайками.
Завершуємо день пікніком на березі: грецькі страви, вино і хороша компанія. Вартість поїздки — дорослий 35€, діти до 11,99 — 25€.
Ніч у готелі.
Усі додаткові активності (далі — допки) не обов'язкові. Ти самостійно вирішуєш, відвідувати їх чи ні.",611
https://eurotrips.ua/sonyachna-grecziya-asteris/,Сонячна Греція: Asteris Village,9,Греція,останній день на морі; Повернення додому; Тур в Грецію 2026,"Останній день подорожі. Ще одна прогулянка узбережжям, ранкова кава з виглядом на море.
Після сніданку на нас чекає автобус — повертаємось додому.
10:30 — виїжджаємо з курорту.
Нічний переїзд у Львів / Київ — в залежності від дати.
Усі допки не обов'язкові. Ти самостійно вирішуєш, відвідувати їх чи ні.",303
https://eurotrips.ua/sonyachna-grecziya-asteris/,Сонячна Греція: Asteris Village,10,Львів/Київ,Обійми; планування нової подорожі з #eurotripsfamily; Відпочинок в Греції для українців,"Грецька подорож добігає кінця. Обіймаємося, обмінюємося контактами і домовляємось про наступні зустрічі.
Орієнтовне прибуття до Львова — 18:00 (для дат із прибуттям у Львів). Орієнтовне прибуття до Києва — 20:00 (для дат із прибуттям у Київ).
*Час прибуття до Львова / Києва — орієнтовний. Не рекомендуємо купувати квитки на зворотний потяг завчасно.
**Ціни на додаткові активності можуть незначно змінюватися залежно від сезону або інших обставин.",448
https://eurotrips.ua/stambul/,Стамбул,1,Львів,збір групи; знайомство; нічний переїзд; Тур у Стамбул,"Збір групи у Львові — 06:00. Виїзд — 06:30.
Попереду — місто, яке живе одночасно в Європі та Азії. Гранд Базар, протока Босфор і панорами, які важко вмістити в один кадр.
Займай місце в автобусі, знайомся з групою і відпочивай у дорозі.
Нічний переїзд.
Оскільки через воєнний стан багато людей опинились в різних країнах, ми індивідуально підкажемо кожному як приєднатись до туру (з України чи з-за кордону).
Потяги наразі можуть затримуватися. Рекомендуємо планувати прибуття до місця відправлення щонайменше за 10 годин, а в ідеалі — за добу до старту.
У виїздах квітня–травня місто прикрашають мільйони тюльпанів — саме в цей час проходить Istanbul Tulip Festival. Весняний настрій і яскраві фото серед квітів гарантовані.",725
https://eurotrips.ua/stambul/,Стамбул,2,Стамбул,прибуття в стамбул; оглядовка з локалом; круїз Босфором; вечірній Стамбул; ніч в готелі; Поїздка у Стамбул,"Сніданок у дорозі. Прибуття до Стамбула.
Місто зустрічає нас разом з локалом. Починаємо з культурної програми: Блакитна мечеть, палац Топкапи, Гранд Базар. А потім — райони, де кипить справжнє місцеве життя: маленькі кав'ярні з чаєм, ринок зі свіжою рибою, ввечері — нарди у дворику.
Заселення в готель.
Після відпочинку — допка Сулейманіє. Грандіозна мечеть султана Сулеймана, історії про кохання, владу й інтриги Османської імперії та панорами Стамбула з оглядового майданчика. Вартість допки — 15€.
Ввечері — круїз Босфором. Старовинні будинки і сучасні хмарочоси з води, мармуровий палац Долмабахче, де жили останні султани, традиційна вечеря з напоями і шоу-програма — все під шум хвиль і супровід чайок. Вартість допки — 55€.
Ніч у готелі.
Усі додаткові активності (далі — допки) не обов'язкові. Ти самостійно вирішуєш, відвідувати їх чи ні.",847
https://eurotrips.ua/stambul/,Стамбул,3,Стамбул,Таксім; Істікляль; Галатська вежа; Каракьой; Балат; Долмабахче; нічний Стамбул; вільний час; ніч у готелі; Тур у Туреччину,"Сніданок у готелі.
Сьогодні — живий, стильний і справжній Стамбул. Починаємо з площі Таксім, проходимо легендарною вулицею Істікляль — музика, аромат кави, історія на кожному кроці — і виходимо до Галатської вежі. Вартість допки — 25€.
Далі вільний час. Стамбул більший за Лондон і Париж разом узяті, тому вуличками тут можна блукати дуже довго. Район Каракьой з найкращими кав'ярнями міста і турецькою випічкою, район Балат з кольоровими будиночками і затишними кафе — або традиційний турецький хамам для повного занурення.
Є кілька допок на вибір. Палац Долмабахче — розкіш і європейський шик Османської імперії на березі Босфору: вражаючі інтер'єри, найбільша кришталева люстра світу і розповідь про останні роки султанів. Вартість — 20€ + вхідний квиток.
У квітні–травні є окрема поїздка до Emirgan Park на Istanbul Tulip Festival: 117 гектарів парку, понад 2 мільйони тюльпанів і панорами Босфору. Вартість трансферу — 15€.
Ввечері — допка «Нічний Стамбул». Локал покаже місто після заходу сонця — місця, про які не пишуть у туристичних гайдах. Вартість — 30€.
Ніч у готелі.
Усі додаткові активності (далі — допки) не обов'язкові. Ти самостійно вирішуєш, відвідувати їх чи ні.",1181
https://eurotrips.ua/stambul/,Стамбул,4,Стамбул,Принцеві острови; Бююкада; пішохідні прогулянки; фото; пікнік; відпочинок; нічний переїзд,"Сніданок у готелі. Виселення.
Останній день у місті проводимо на Принцевих островах — за 30 хвилин від Стамбула і в зовсім іншому ритмі. Тиша, море, соснові пагорби.
Їдемо на Бююкада — найвідоміший острів архіпелагу. Тут немає автомобілів: тільки вузькі вулички, історичні вілли та морські краєвиди. Хороше місце для прогулянки, пікніку і «просто зупинитися». Вартість — 45€ (пором включено).
Нічний переїзд.
Усі додаткові активності (далі — допки) не обов'язкові. Ти самостійно вирішуєш, відвідувати їх чи ні.",510
https://eurotrips.ua/stambul/,Стамбул,5,Львів,повернення додому; планування наступних подорожей разом,"Прибуття до Львова орієнтовно о 23:00.
На шляху додому відбираємо найкращі фото та обговорюємо, куди вирушимо наступного разу.
Якщо тобі треба підказати, як краще дістатись точки збору з твого міста і назад — просто скажи про це нашому менеджеру.
*Ціни на додаткові активності можуть незначно змінюватися залежно від сезону або інших обставин.
**Час прибуття до Львова — орієнтовний. Не рекомендуємо купувати квитки на зворотний потяг завчасно.",444
https://eurotrips.ua/vikend-v-budapeshti-viden/,Вікенд у Будапешті + Відень,1,Львів,виїзд зі Львова; старт подорожі; знайомство в дорозі; нічний переїзд,"Збір групи у Львові — 16:00. Виїзд зі Львова — 17:00.
Закривай ноутбук, вимикай робочі сповіщення. Маршрут до офісу замінять прогулянки містом — попереду два дні у Будапешті та Відні.
Виїжджаємо у бік кордону. Знайомимось із групою в дорозі, відпочиваємо.
Нічний переїзд до Будапешта.
*Оскільки через воєнний стан багато людей перебувають у різних країнах — індивідуально підкажемо кожному, як зручніше приєднатися до туру.
**Потяги наразі можуть затримуватися. Рекомендуємо планувати прибуття до місця відправлення щонайменше за 10 годин, а в ідеалі — за добу до старту.",571
https://eurotrips.ua/vikend-v-budapeshti-viden/,Вікенд у Будапешті + Відень,2,Будапешт,оглядова прогулянка Будапештом; Сентендре; купальні Будапешта; кораблик по Дунаю; нічний Будапешт; Центральний ринок; клуб Fogaś,"Прибуваємо до Будапешта вранці. Ранкова кава, нове місто та відчуття, що попереду цілий день.
Починаємо з оглядової прогулянки з гідом-локалом. Різнокольорові вулички, Рибальський бастіон, вид на Дунай і Парламент. Завершуємо на Центральному ринковому залі: тут є що скуштувати з угорської кухні й знайти небанальні сувеніри.
А після оглядової — коротка поїздка до містечка Сентендре. Відоме своїми пастельними фасадами будинків, вузькими вуличками та мистецькою атмосферою. Тут можна помилуватися галереями, сувенірними крамницями та відчути справжню угорську провінційну магію. Родзинкою Сентендре є музей марципанів. Вартість допки: 35€.
Після заселення в готель — вільний час. Прогулянка вздовж Дунаю, дворики старого міста або будапештські купальні. Тепла вода, простора архітектура, повна відключеність від усього зайвого — один із тих досвідів, який варто відчути особисто.
Ввечері кораблик по Дунаю. Вартість допки: 35€. Парламент у вечірньому підсвічуванні, безлімітне ігристе та гарна компанія поруч. Потім, якщо є настрій, — нічний Будапешт і клуб Fogaś: два поверхи, кілька барів, різна музика.
Ніч у готелі.
Усі додаткові активності (далі — допки) за бажанням. Ти самостійно вирішуєш відвідувати їх чи ні.",1218
https://eurotrips.ua/vikend-v-budapeshti-viden/,Вікенд у Будапешті + Відень,3,Будапешт | Відень,вільний час у Будапешті; переїзд у Відень; оглядова прогулянка Віднем; австрійська кухня; вечірній Відень; нічний переїзд,"Сніданок і виселення з готелю.
Вільний час у Будапешті.
З бажаючими вирушаємо до Відня. Вартість допки: 50€. Австрійська столиця — інший темп і естетика: широкі проспекти, класична архітектура, відчуття виваженості.
Оглядова прогулянка з гідом-локалом: резиденції Габсбургів, собор Святого Стефана, Віденська національна опера, Музейний квартал. Гід покаже, де готують справжній шніцель і торт Захер — не туристичний варіант, а той, що їдять місцеві.
Після прогулянки — вільний час. Відень добре пізнається пішки: кав’ярні, парки, вулиці без поспіху.
Для тих, хто хоче більшого, є вечірній авторський маршрут «Легенди Відня» — містичні історії, ліхтарики й дегустація шнапсу. Вартість допки: 25€.
Повертаємось до Будапешта.
Нічний переїзд у Львів.
Усі допки — за бажанням. Ти самостійно вирішуєш відвідувати їх чи ні.",817
https://eurotrips.ua/vikend-v-budapeshti-viden/,Вікенд у Будапешті + Відень,4,Львів,повернення до Львова; фінал подорожі,"Прибуття у Львів орієнтовно о 16:00.
Чотири дні, два міста, одна компанія. Тепер є що згадати — і є з ким.
*Ціни на додаткові активності можуть незначно змінюватися залежно від сезону та інших обставин.
**Час прибуття до Львова — орієнтовний. Не рекомендуємо купувати квитки на зворотний потяг завчасно.",303
https://eurotrips.ua/transylvaniya-halloween/,Хелловін у Трансильванії + Бухарест,1,Львів,збір групи у Львові; переїзд в Брашов; Тур у Румунію; Тур на вихідні,"06:00 — збір групи у Львові 07:00 — виїзд зі Львова
Наша пригода починається! Комфортабельний автобус з відмінною музикою, фільмами і компанією — це тільки початок. Пам'ятай, як зустрінеш подорож, так її і проведеш.
Крім вражень від Трансильванії, на тебе чекають нові знайомства, повне перезавантаження всіх внутрішніх батарейок та свобода для здійснення особистих бажань. Іноді, щоб вирішити всі свої питання, достатньо просто відправитись в подорож. Так і зробимо.
Прибуття у Брашов та заселення у готель.
Потяги наразі можуть затримуватись. Рекомендуємо планувати прибуття до місця відправлення щонайменше за 10 годин, а в ідеалі — за добу до старту туру.
Оскільки через воєнний стан багато людей опинились в різних країнах, ми індивідуально підкажемо кожному як приєднатись до туру (з України чи з-за кордону).",815
https://eurotrips.ua/transylvaniya-halloween/,Хелловін у Трансильванії + Бухарест,2,Брашов / замок Бран / замок Кантакузіно,Сніданок та виселення; Оглядова екскурсія з локалом; Замок Бран (Дракула); Замок Кантакузіно; Вільний час у Брашові; Хелловін у замку; Вечірній виїзд до Львова; Нічний переїзд,"Сніданок в готелі.
Насолоджуємося ранковою кавою, смакуємо сніданком та запасаємося енергією на активний день. Ми у Брашові — одному з найгарніших міст Трансильванії. На оглядовій прогулянці разом з місцевим гідом пройдемо найвужчою вулицею Румунії, зайдемо до найбільшої готичної церкви Східної Європи, піднімемося на Оглядову вежу і відчуємо темп площі Ради.
У вільний час вирушаємо у замок Бран, відомий якзамок Дракули. Таємні переходи, старовинні кімнати, вежі і легенди, від яких моторошно навіть удень.
Далі — замок Кантакузіно, де знімали серіал Венздей. Відчуємо атмосферу академії Невермор та зробимо фото на впізнаваних локаціях.
Вартість відвідування двох замків: 35€+ вхідні квитки.
Ввечері — вільний час у Брашові. Атмосферні паби, готичні вулички або просто прогулянка нічним містом.
Вечері повернення в готель та ніч в готелі.
Усі додаткові активності (далі — допки) необов’язкові і ти самостійно вирішуєш відвідувати їх чи ні.",943
https://eurotrips.ua/transylvaniya-halloween/,Хелловін у Трансильванії + Бухарест,3,Брашов / Бухарест,Сніданок у готелі; Вільний час у Брашові; Подорож до Бухареста; Прогулянки та кав’ярні; Спільні спогади; Ніч у готелі,"Сніданок та виселення з готелю.
Сьогодні вибір за тобою. Можна залишитися в Брашові — ще є що дослідити, куди зайти і де посидіти з кавою без поспіху.
Інший варіант – поїхати з нами в Бухарест за новими враженнями. Разом із гідом-локалом прогуляємося містом; побачимо величезний Палац Парламенту, найбільшу урядову будівлю Європи; зайдемо в локальні книгарні та кав’ярні. Вартість поїздки: 50€.
Хелловін у замку — 01.11.
Для тих, хто хоче відчути свято там, де легенди справді оживають. З 09:00 до 22:00 — особлива програма: аудіо- та відеоефекти, актори, які з'являються звідусіль, приглушене світло і тематичні декорації у кожній залі. Таємні переходи стають ще темнішими. Старовинні кімнати — ще моторошнішими. Класна можливість побачити легендарний замок у наймістичнішому вигляді та відчути дух свята.
Вечірній виїзд до Львова та нічний переїзд в Україну.
Усі допки не обов'язкові. Ти самостійно вирішуєш, відвідувати їх чи ні.",932
https://eurotrips.ua/transylvaniya-halloween/,Хелловін у Трансильванії + Бухарест,4,Львів,повернення додому; планування наступних подорожей разом,"Прибуття до Львова орієнтовно о 15:00.
Час в дорозі ідеально підходить для того, щоб нарешті запостити весь контент в соцмережі. Щоправда, зі сторіз він зникне за добу, а спогади залишаться на все життя. До нових зустрічей! Впевнені, це станеться зовсім скоро.
*Час прибуття до Львова — орієнтовний. Не рекомендуємо купувати квитки на зворотний потяг завчасно.
**Якщо треба підказати, як краще дістатись точки збору з твого міста і назад — просто скажи про це нашому менеджеру.
***Ціни на додаткові активності можуть незначно змінюватися залежно від сезону або інших обставин",575
https://eurotrips.ua/more-u-chornogoriyi/,Чорногорія: де море торкається гір,1,Львів / Подгориця / Будва,збір групи у Львові; виїзд до моря; автобусна дорога; кава на зупинках; знайомства в автобусі; фільми та музика; передчуття пригод; нічний переїзд,"Фінальна ціна залежить від обраного варіанту харчування і типу розміщення — ти самостійно обираєш, який варіант підходить. Деталі розповість менеджер під час першої розмови.
06:00 — збір групи у Львові. 07:00 — виїзд зі Львова.
Сідаємо в автобус і стартуємо — тури на море в Чорногорію починаються саме з цього моменту, коли розумієш, що вирвався з рутини й їдеш туди, де завжди легше дихається.
Хтось одразу кутається в плед і дрімає, хтось знайомиться із сусідом по сидінню, хтось уже планує, які фотки зробить на пляжі. Попереду ніч у дорозі — з фільмами, перекусами на зупинках і тим відчуттям, що море з кожною годиною стає ближчим.
Оскільки через воєнний стан багато людей опинились в різних країнах, ми індивідуально підкажемо кожному як приєднатись до туру (з України чи з-за кордону).",793
https://eurotrips.ua/more-u-chornogoriyi/,Чорногорія: де море торкається гір,2,Курорт Бечичі,відпочинок на морі; найбільше озеро балканського півострова; прогулянка на кораблику,"Наш день розпочинається вже біля гір, а море буквально за поворотом. Прокидаєшся — і відчуваєш, що все попереду.
Заселяємось у Sky Line Resort, кидаємо речі в номер, вдягаємо купальники і йдемо до моря. Перші кроки на пляжі, перший дотик солоної води — і можна видихнути: ми на морі. Вільний час на курорті.
Увечері запрошуємо на прогулянку до Старої Будви на заході сонця. Вирушаємо з готелю красивою набережною, де нас зустрічає гід-локал з келихом місцевого ігристого. Будва увечері — це вузькі середньовічні вулички, муровані будинки і тераси з виглядом на Адріатику. Момент, коли відчуваєш справжній характер Чорногорії. Вартість — 20€ / діти 10€.
Для тих, хто хоче більше адреналіну — параглайдинг над узбережжям. Вітер у волоссі, неймовірні панорами моря та гір і момент, який залишиться в пам'яті надовго. Маякни турлідеру — він організує індивідуальний графік польоту. Вартість — 85€.
Ніч у готелі.
Усі додаткові активності (далі — допки) не обов’язкові. Ти самостійно вирішуєш, які локації відвідати.",1010
https://eurotrips.ua/more-u-chornogoriyi/,Чорногорія: де море торкається гір,3,Скадарське озеро / Светі-Стефан,ранок біля моря; пляжний релакс; сонце і спокій; Скадарське озеро; човнова прогулянка; латаття на воді; фотостоп Светі-Стефан; інстаграмні локації; гармонія природи; ночівля в готелі,"Ранок — і море вже кличе. Перша половина дня — пляж і сонце.
Після обіду запрошуємо до Скадарського озера — найбільшого озера на Балканах. Тут час ніби сповільнюється: лілії ніжно колишуться на хвилях, човен тихо ковзає водою, а навколо — тиша і краєвиди, від яких не хочеться відривати погляд.
По дорозі — зупинка біля Светі-Стефана. Це невеликий острів-готель, з'єднаний із берегом вузьким перешийком. Середньовічне рибальське селище, перебудоване в розкішний курорт, виглядає так, ніби його спеціально створили для фотографій: червоні дахи, кам'яні будинки і море навколо з усіх боків. Вартість — 55€ / діти 45€.
Ніч у готелі.
Усі допки не обов’язкові. Ти самостійно вирішуєш, які локації відвідати.",702
https://eurotrips.ua/more-u-chornogoriyi/,Чорногорія: де море торкається гір,4,Албанія,басейн чи море; подорож до Албанії; чорногорські серпантини; панорами Адріатики; гірські пейзажі; колоритна Тирана; албанське узбережжя; море після міста; ночівля в готелі,"Прокинулись, потягнулись. Відпочивати біля басейну чи ловити хвилі в морі — обирати тобі.
Ми ж любимо досліджувати, тому пропонуємо знайомство з новою країною — Албанією. Дорога пролягає через мальовничі чорногорські гори й узбережжя Адріатики: гірські дороги відкривають неймовірні краєвиди морських бухт і соснових лісів. Після кордону змінюється все — ландшафт, архітектура, темп.
Тирана, столиця Албанії, зустрічає кольоровими фасадами будинків, широкими проспектами і площами, де з ранку до ночі кипить життя. Місто довго жило за зачиненими дверима — і тепер наздоганяє з власним характером. Тут є що відчути і що сфотографувати.
Після міської прогулянки прямуємо на албанське узбережжя — трохи перепочити і зануритись у море. Вартість — 50€ / діти 40€.
Ніч у готелі.
Усі допки не обов’язкові. Ти самостійно вирішуєш, які локації відвідати.",845
https://eurotrips.ua/more-u-chornogoriyi/,Чорногорія: де море торкається гір,5,Боко-Которська затока,Боко-Которська затока; Пераст і барокова архітектура; острів Госпа од Шкрпела; човнова прогулянка затокою; на воді; устрична ферма; свіжі устриці з видом на гори; старий Котор; середньовічні вулички; середземноморський вайб; вечірній релакс біля моря; ночівля в готелі,"Сьогодні — одна з найкрасивіших локацій Чорногорії.
Боко-Которська затока — це місце, де гори спускаються прямо до моря. Їдемо з місцевим жителем, який покаже ці місця зсередини.
Перша зупинка — Пераст. Невелике містечко з бароковою архітектурою і мощеними набережними, звідки сідаємо на човен і пливемо до острова Госпа од Шкрпєла (Богородиця на Скелі). Цей маленький острів виглядає так, ніби його намалювали для листівки: маленька церква, кам’яні будинки та вода, що переливається всіма відтінками блакиті.
Дорогою до Котора — устрична ферма Бока. Свіжі устриці просто з затоки від 3€ за штуку і краєвиди, які складно описати словами.
Завершуємо день у Которі — старовинному місті з середньовічними стінами та вузькими кам’яними вулицями. Затишні площі, ресторани з місцевими чевапами (маленькі смажені ковбаски ) і кальмарами на грилі на обід.
Вартість — 50€ / діти 40€.
Вечір — у вільному ритмі. Ніч у готелі.
Усі допки не обов’язкові. Ти самостійно вирішуєш, які локації відвідати.",987
https://eurotrips.ua/more-u-chornogoriyi/,Чорногорія: де море торкається гір,6,Каньйон Тара та Дурмітор — Гірське Чорне озеро,гори Чорногорії; панорама Будви; Жабляк і Дурмітор; Чорне озеро; прогулянка сосновим лісом; каньйон Тари; міст Джурджевича; сльоза Європи; гірські краєвиди; єднання з природою; адреналін і релакс; ночівля в готелі,"Чорногорія — це не лише море.
Сьогодні пропонуємо вирушити в гори: каньйони, соснові ліси і гірське озеро на висоті понад 1400 метрів. По дорозі зупиняємось на оглядовому майданчику над Будвою — старе місто, море і гори в одному кадрі.
Далі — національний парк Дурмітор і Чорне озеро. Прогулянка серед соснового лісу та віддзеркалення гір на поверхні озера. Тиша, яку хочеться просто слухати. Можна відпочити на березі або скупатись у прохолодній гірській воді.
Наступна точка — міст Джурджевича.
Бетонні арки висотою понад 170 метрів нависають над каньйоном річки Тара. Дорогою спустимося до самої річки. Тут можна доторкнутися до «сльози Європи» — помочити ноги або навіть швидко скупатися (вода досить прохолодна).  Вартість — 50€ / діти 35€.
Ніч у готелі.
Усі допки не обов’язкові. Ти самостійно вирішуєш, які локації відвідати.",832
https://eurotrips.ua/more-u-chornogoriyi/,Чорногорія: де море торкається гір,7,Дубровник,ранок із видом на море; релакс на терасі; подорож до Дубровника; старе місто та міські мури; мармурові вулиці; адріатичні панорами; морський круїз Адріатикою; вау-ефект з води; вечір повернення з пригодами; ночівля в готелі,"Вільний ранок. Кава, море, свій темп.
Але якщо ти тут за враженнями — дуже радимо поїхати до Дубровника. Перетинаємо кордон із Хорватією, і за кілька кілометрів з'являється старе місто за білими мурами над морем.
З місцевим жителем досліджуємо найатмосферніші закутки, піднімаємось на міські мури з краєвидом на Адріатику і слухаємо історії, які не знайдеш у путівнику. Дубровник — одне з найкраще збережених середньовічних міст Середземномор'я.
Це відчувається на кожному кроці. Вартість — 55€ / діти 45€.
Для тих, хто хоче ще більше — морська прогулянка навколо Дубровника. 45 хвилин на хвилях Адріатики і краєвид старого міста з боку моря. Вартість — 15€.
Повернемось пізно. Але з новими враженнями.
Ніч у готелі.",716
https://eurotrips.ua/more-u-chornogoriyi/,Чорногорія: де море торкається гір,8,Будванська рив’єра,ранок без поспіху; Hawaii Cruise; Будванська рив’єра з моря; пляж Могрен і скелі; острів Святий Миколай; острів-готель Святий Стефан; Королівський пляж; приватний пляж із welcome-drink; рибний обід на борту; море й повний релакс; ночівля в готелі,"Перша половина дня — твоя. Море, сонце, відпочинок.
Після обіду — морська прогулянка вздовж Будванської рив'єри. Сідаємо на кораблик і вирушаємо туди, де береги виглядають зовсім інакше, ніж із суші. Підпливаємо до пляжу Могрен з моря, оминаємо скелі, заглядаємо до невеликої печери. Далі — острів Святий Миколай із дикими скелями, острів-готель Святий Стефан із різних ракурсів і Королівський пляж.
Фінальна точка — приватний пляж, доступний лише з моря.
Для комфорту є лежаки з парасолями, душ і переодягальня. А зустрічають гостей welcome-drink.
Поки відпочиваєш, готується свіжий рибний обід: дорадо або сібас на грилі, спагеті з мідіями, овочі, фрукти і біле вино.
Вартість — 65€ / діти 45€.
Ніч у готелі.
Усі допки не обов’язкові. Ти самостійно вирішуєш, які локації відвідати.",783
